1305128545.620896	23433	26.003490	0	0	0	0	0	0	0	0	0
1305128545.646965	23459	26.011773	0	0	0	0	0	0	0	0	0
1305128545.647152	23459	26.020058	0	0	0	0	0	0	0	0	0
1305128545.647326	23460	26.028338	0	0	0	0	0	0	0	0	0
1305128545.647489	23460	26.036686	0	0	0	0	0	0	0	0	0
1305128545.647649	23460	26.044972	0	0	0	0	0	0	0	0	0
1305128545.647809	23460	26.053258	0	0	0	0	0	0	0	0	0
1305128545.647969	23460	26.061539	0	0	0	0	0	0	0	0	0
1305128545.648129	23460	26.069951	0	0	0	0	0	0	0	0	0
1305128545.648288	23460	26.078185	0	0	0	0	0	0	0	0	0
1305128545.648505	23461	26.086482	0	0	0	0	0	0	0	0	0
1305128545.648732	23461	26.094763	0	0	0	0	0	0	0	0	0
1305128545.648958	23461	26.103108	1	605	720	1	605	714	0	0	1
1305128545.649177	23461	26.111400	1	608	714	1	606	713	6	0	2
1305128545.649746	23462	26.119680	1	605	714	1	606	713	3	0	3
1305128545.649936	23462	26.127963	1	604	712	1	606	712	4	0	4
1305128545.650375	23463	26.136311	1	604	708	1	606	712	7	0	5
1305128545.650895	23463	26.144600	1	602	712	1	606	712	3	0	6
1305128545.651096	23463	26.152881	1	603	715	1	606	712	2	0	7
1305128545.651268	23463	26.161165	1	606	716	1	606	712	2	0	8
1305128545.651473	23464	26.169509	1	607	720	1	606	712	6	0	9
1305128545.651640	23464	26.177797	1	609	718	1	606	712	5	0	10
1305128545.651798	23464	26.186089	1	610	713	1	606	712	5	0	11
1305128545.651954	23464	26.194363	1	608	711	1	606	712	4	0	12
1305128545.652107	23464	26.202710	1	607	707	1	606	712	7	0	13
1305128545.652261	23464	26.211000	1	607	709	1	606	712	4	0	14
1305128545.652425	23465	26.219328	1	610	694	2	606	712	19	0	15
1305128545.652580	23465	26.227562	1	601	659	0	0	0	53	0	0
1305128545.652735	23465	26.235952	1	593	612	0	0	0	47	0	0
1305128545.652960	23465	26.244203	1	586	565	0	0	0	95	0	0
1305128545.653184	23465	26.252481	1	579	535	1	581	529	30	3	1
1305128545.653408	23466	26.260766	1	583	523	1	580	529	42	3	2
1305128545.653623	23466	26.269111	1	581	523	1	580	529	6	3	3
1305128545.653844	23466	26.277404	1	580	527	1	581	530	1	3	4
1305128545.654932	23467	26.285682	1	580	532	1	581	529	5	3	5
1305128545.671784	23484	26.293963	1	582	533	1	581	529	5	3	6
1305128545.672581	23485	26.302310	1	581	530	1	581	530	1	3	7
1305128545.680157	23492	26.310603	1	583	528	1	582	530	2	3	8
1305128545.688142	23500	26.318884	1	582	527	1	582	530	2	3	9
1305128545.704751	23517	26.327165	1	581	529	1	582	530	0	3	10
1305128545.705011	23517	26.335513	1	581	531	1	582	530	2	3	11
1305128545.713312	23525	26.343802	1	579	535	1	582	530	6	3	12
1305128545.721252	23533	26.352084	1	578	533	1	582	530	4	3	13
1305128545.737898	23550	26.360368	1	581	532	1	582	529	2	3	14
1305128545.738153	23550	26.368708	1	584	532	1	582	529	3	3	15
1305128545.746624	23559	26.377000	1	584	529	1	582	529	3	3	16
1305128545.771430	23584	26.385285	1	586	530	1	582	529	4	3	17
1305128545.771680	23584	26.393566	1	587	531	1	582	529	5	3	18
1305128545.771917	23584	26.401911	1	586	532	1	582	529	4	3	19
1305128545.779610	23592	26.410201	1	588	533	1	582	529	6	3	20
1305128545.803296	23615	26.418487	1	587	531	1	582	529	4	3	21
1305128545.803559	23616	26.426770	1	584	532	1	582	529	2	3	22
1305128545.804605	23617	26.435114	1	586	527	1	582	528	4	3	23
1305128545.812961	23625	26.443401	1	584	527	1	582	528	3	3	24
1305128545.836659	23649	26.451686	1	585	525	1	582	528	5	3	25
1305128545.836907	23649	26.459972	1	584	523	1	582	528	6	3	26
1305128545.837759	23650	26.468313	1	583	524	1	582	528	5	3	27
1305128545.846046	23658	26.476602	1	584	522	1	582	527	7	3	28
1305128545.869666	23682	26.484887	1	582	527	1	582	527	2	3	29
1305128545.869918	23682	26.493168	1	583	528	1	582	527	1	3	30
1305128545.871033	23683	26.501512	1	582	530	1	582	527	1	3	31
1305128545.879368	23692	26.509805	1	580	530	1	582	527	3	3	32
1305128545.904275	23716	26.518086	1	581	528	1	582	526	2	3	33
1305128545.904540	23717	26.526369	1	578	524	1	582	526	6	3	34
1305128545.904767	23717	26.534714	1	579	522	1	582	526	7	3	35
1305128545.912503	23725	26.543004	1	581	523	1	582	526	5	3	36
1305128545.935298	23747	26.551285	1	581	519	1	582	526	9	3	37
1305128545.935555	23748	26.559574	1	584	522	1	582	526	6	3	38
1305128545.937690	23750	26.567916	1	586	522	1	582	526	7	3	39
1305128545.945626	23758	26.576209	1	585	520	1	582	526	8	3	40
1305128545.969228	23781	26.584488	1	582	519	1	582	526	8	3	41
1305128545.969479	23782	26.592768	1	582	518	1	582	525	9	3	42
1305128545.970656	23783	26.601114	1	580	517	1	582	525	10	3	43
1305128545.979039	23791	26.609404	1	580	520	1	582	525	7	3	44
1305128546.003021	23816	26.617688	1	582	521	1	582	525	5	3	45
1305128546.003269	23816	26.625973	1	580	520	1	582	525	7	3	46
1305128546.003704	23817	26.634318	1	581	521	1	582	525	5	3	47
1305128546.012021	23825	26.642609	1	582	519	1	582	525	7	3	48
1305128546.033864	23847	26.650892	1	581	524	1	582	525	2	3	49
1305128546.034058	23847	26.659172	1	582	521	1	582	525	5	3	50
1305128546.037169	23850	26.667516	1	583	520	1	582	525	6	3	51
1305128546.045106	23858	26.675810	1	583	521	1	582	525	5	3	52
1305128546.066254	23879	26.684089	1	584	520	1	582	525	6	3	53
1305128546.066445	23880	26.692371	1	586	521	1	582	525	6	3	54
1305128546.070192	23883	26.700717	1	585	521	1	582	525	5	3	55
1305128546.078334	23892	26.709008	1	583	518	1	582	525	7	3	56
1305128546.099270	23912	26.717289	1	580	517	1	582	525	8	3	57
1305128546.099498	23913	26.725573	1	579	519	1	582	525	7	3	58
1305128546.103436	23917	26.733918	1	569	511	2	582	525	19	3	59
1305128546.111595	23925	26.742207	1	542	494	0	0	0	50	0	0
1305128546.132571	23946	26.750489	1	523	481	0	0	0	23	0	0
1305128546.132823	23946	26.758775	1	507	467	1	497	464	32	2	1
1305128546.136722	23950	26.767118	1	494	461	1	497	464	14	2	2
1305128546.144831	23958	26.775408	1	501	469	1	497	463	5	2	3
1305128546.165794	23979	26.783691	1	504	468	1	496	463	4	2	4
1305128546.166041	23979	26.791975	1	500	470	1	496	463	4	2	5
1305128546.169934	23983	26.800319	1	499	466	1	496	464	2	2	6
1305128546.178105	23991	26.808608	1	496	463	1	496	464	6	2	7
1305128546.198902	24011	26.816892	1	494	467	1	496	464	6	2	8
1305128546.199164	24011	26.825181	1	493	463	1	496	464	7	2	9
1305128546.203130	24015	26.833522	1	493	463	1	496	464	6	2	10
1305128546.211215	24023	26.841809	1	495	463	1	495	464	4	2	11
1305128546.233273	24045	26.850092	1	494	455	1	495	464	11	2	12
1305128546.233521	24046	26.858378	1	495	458	1	495	464	7	2	13
1305128546.236317	24049	26.866722	1	495	458	1	495	464	6	2	14
1305128546.244550	24057	26.875012	1	492	462	1	495	464	5	2	15
1305128546.265468	24078	26.883297	1	493	470	1	495	464	7	2	16
1305128546.265781	24078	26.891579	1	495	469	1	495	464	5	2	17
1305128546.269233	24081	26.899921	1	495	469	1	495	464	4	2	18
1305128546.277681	24090	26.908214	1	495	469	1	495	464	4	2	19
